,SOURCE,TARGET,RATE
19733,328,342,1
19734,328,661,1
19735,328,447,1
19736,328,1235,1
19737,328,911,1
19738,328,1964,1
19739,328,1101,1
19740,743,329,5
19741,517,329,4
19742,689,329,1
19743,393,329,1
19744,329,743,5
19745,329,517,4
19746,329,689,1
19747,329,393,1
19748,329,7604,-10
19749,695,330,2
19750,2410,330,1
19751,7555,330,1
19752,813,330,1
19753,1170,330,1
19754,1496,330,1
19755,330,1496,2
19756,330,695,2
19757,330,396,1
19758,330,813,1
19759,330,1170,1
19760,330,2054,1
19761,330,7509,-1
19762,330,7604,-5
19763,330,7600,-5
19764,330,7555,-10
19765,1526,331,5
19766,492,331,1
19767,1029,331,1
19768,396,331,1
19769,7334,331,1
19770,7529,331,1
19771,331,1526,2
19772,331,5679,1
19773,331,492,1
19774,331,1029,1
19775,331,396,1
19776,331,7334,1
19777,331,7529,1
19778,700,332,3
19779,3325,332,2
19780,7586,332,2
19781,7337,332,1
19782,2257,332,1
19783,951,332,1
19784,1524,332,1
19785,3040,332,1
19786,697,332,1
19787,332,700,3
19788,332,3325,1
19789,332,428,1
19790,332,3086,1
19791,332,7586,1
19792,332,2257,1
19793,332,951,1
19794,332,1524,1
19795,332,3040,1
19796,332,697,1
19797,332,7337,-1
19798,643,333,2
19799,7595,333,1
19800,373,333,1
19801,333,643,2
19802,333,7595,1
19803,333,373,1
19804,333,7604,-10
19805,821,334,1
19806,334,821,1
19807,1016,335,4
19808,335,1016,4
19809,335,7525,-10
19810,980,336,2
19811,7525,336,1
19812,1577,336,1
19813,336,7525,1
19814,336,1577,1
19815,336,980,1
19816,7335,337,3
19817,2336,337,2
19818,766,337,2
19819,1074,337,1
19820,906,337,1
19821,1590,337,1
19822,2430,337,1
19823,7386,337,-1
19824,337,2430,1
19825,337,1905,1
19826,337,653,1
19827,337,1202,1
19828,337,7386,-2
19829,7523,338,10
19830,7522,338,10
19831,7532,338,10
19832,7510,338,10
19833,338,7523,3
19834,338,7522,3
19835,338,7532,1
19836,508,339,5
19837,535,339,3
19838,916,339,2
19839,671,339,1
19840,1626,339,1
19841,914,339,1
19842,2484,339,1
19843,339,508,5
19844,339,535,3
19845,339,671,1
19846,339,1626,1
19847,339,916,1
19848,339,914,1
19849,339,2484,1
19850,608,340,3
19851,537,340,3
19852,921,340,2
19853,500,340,2
19854,1944,340,2
19855,7402,340,2
19856,1937,340,2
19857,729,340,1
19858,1625,340,1
19859,2463,340,1
19860,664,340,1
19861,1001,340,1
19862,340,537,3
19863,340,921,2
19864,340,608,2
19865,340,1945,2
19866,340,1944,2
19867,340,7402,2
19868,340,1937,2
19869,340,729,1
19870,340,2463,1
19871,340,664,1
19872,340,1001,1
19873,340,1625,1
19874,7570,341,5
19875,1002,341,3
19876,1122,341,2
19877,447,341,2
19878,2461,341,1
19879,850,341,1
19880,568,341,1
19881,1938,341,1
19882,341,1002,3
19883,341,1122,2
19884,341,7570,2
19885,341,447,2
19886,341,568,2
19887,341,2461,1
19888,341,850,1
19889,341,1224,1
19890,341,1938,1
19891,1680,342,10
19892,2044,342,2
19893,447,342,2
19894,3205,342,1
19895,663,342,1
19896,920,342,1
19897,342,1680,2
19898,342,2044,2
19899,342,663,2
19900,342,920,2
19901,342,447,2
19902,342,3205,1
19903,855,343,9
19904,1251,343,8
19905,918,343,2
19906,1991,343,2
19907,720,343,1
19908,343,855,9
19909,343,918,2
19910,343,1251,2
19911,343,1991,2
19912,343,1012,1
19913,343,720,1
19914,788,344,10
19915,406,344,2
19916,677,344,1
19917,480,344,1
19918,1106,344,1
19919,344,788,10
19920,344,480,10
19921,344,677,1
19922,344,1106,1
19923,345,463,10
19924,345,1744,1
19925,7565,346,2
19926,942,346,1
19927,346,942,3
19928,346,7565,2
19929,346,2816,1
19930,7577,347,2
19931,1458,347,2
19932,485,347,2
19933,1749,347,1
19934,939,347,1
19935,409,347,1
19936,1488,347,1
19937,798,347,1
19938,347,7577,2
19939,347,485,2
19940,347,1749,1
19941,347,939,1
19942,347,409,1
19943,347,1458,1
19944,347,1488,1
19945,347,798,1
19946,694,348,2
19947,2407,348,1
19948,787,348,1
19949,557,348,1
19950,348,626,3
19951,348,1707,3
19952,348,694,2
19953,348,2407,1
19954,348,787,1
19955,348,557,1
19956,495,349,5
19957,1159,349,1
19958,349,495,5
19959,349,1159,1
19960,360,350,2
19961,1022,350,2
19962,7397,350,2
19963,3007,350,1
19964,696,350,1
19965,801,350,1
19966,1740,350,1
19967,635,350,1
19968,350,1022,2
19969,350,3007,1
19970,350,696,1
19971,350,1321,1
19972,350,360,1
19973,350,801,1
19974,350,1941,1
19975,350,1740,1
19976,350,635,1
19977,350,7397,1
19978,1893,351,1
19979,7560,351,1
19980,432,351,1
19981,1594,351,1
19982,759,351,1
19983,351,432,2
19984,351,1893,1
19985,351,1594,1
19986,351,1924,1
19987,351,759,1
19988,2336,352,2
19989,7386,352,1
19990,1895,352,1
19991,352,1895,1
19992,443,353,2
19993,505,353,2
19994,1101,353,1
19995,472,353,1
19996,1916,353,1
19997,438,353,1
19998,1078,353,1
19999,1212,353,1
20000,5342,353,-3
20001,353,1102,2
20002,353,1101,2
20003,353,996,2
20004,353,505,2
20005,353,1916,1
20006,353,443,1
20007,353,438,1
20008,353,532,1
20009,353,379,1
20010,353,1212,1
20011,7564,354,10
20012,1402,354,1
20013,354,440,6
20014,354,1402,1
20015,354,7564,-4
20016,473,355,2
20017,2512,355,1
20018,444,355,1
20019,355,473,2
20020,355,2512,1
20021,355,444,1
20022,466,356,5
20023,405,356,2
20024,743,356,1
20025,7372,356,1
20026,539,356,1
20027,1415,356,1
20028,468,356,1
20029,1101,356,1
20030,356,624,10
20031,356,405,10
20032,356,466,5
20033,356,743,1
20034,356,7564,1
20035,356,7372,1
20036,356,539,1
20037,356,1415,1
20038,356,468,1
20039,356,1101,1
20040,782,357,10
20041,7603,357,3
20042,474,357,2
20043,1472,357,1
20044,1133,357,1
20045,445,357,1
20046,661,357,1
20047,478,357,1
20048,5342,357,-3
20049,357,782,10
20050,357,7603,3
20051,357,474,2
20052,357,445,2
20053,357,1472,1
20054,357,1133,1
20055,357,661,1
20056,357,478,1
20057,2336,358,1
20058,1438,358,1
20059,498,358,-1
20060,358,2015,2
20061,358,1438,1
20062,358,7604,-10
20063,358,7603,-10
20064,2062,359,3
20065,2060,359,3
20066,2617,359,2
20067,2061,359,2
20068,2616,359,2
20069,2059,359,2
20070,2058,359,2
20071,2057,359,2
20072,2056,359,2
20073,2055,359,2
20074,7498,359,1
20075,359,2062,2
20076,359,2061,2
20077,359,2060,2
20078,359,2059,2
20079,359,2058,2
20080,359,2057,2
20081,359,2056,2
20082,359,2055,2
20083,359,7498,2
20084,359,2617,1
20085,359,2616,1
20086,954,360,2
20087,491,360,1
20088,876,360,1
20089,1038,360,1
20090,2189,360,1
20091,1139,360,1
20092,360,491,2
20093,360,876,1
20094,360,1038,1
20095,360,2189,1
20096,360,1139,1
20097,360,7388,-1
20098,360,7603,-5
20099,360,7604,-10
20100,371,361,2
20101,3012,361,1
20102,361,3012,1
20103,361,1753,1
20104,361,371,1
20105,1181,362,3
20106,961,362,2
20107,708,362,1
20108,1830,362,1
20109,490,362,1
20110,2852,362,1
20111,2192,362,-3
20112,362,961,2
20113,362,490,1
20114,362,2852,1
20115,377,363,10
20116,399,363,10
20117,432,363,2
20118,363,377,10
20119,363,399,10
20120,363,432,2
20121,374,364,8
20122,465,364,5
20123,559,364,5
20124,364,374,8
20125,364,465,5
20126,364,698,5
20127,364,559,5
20128,541,365,2
20129,2096,365,1
20130,408,365,1
20131,1969,365,1
20132,713,365,1
20133,717,365,1
20134,612,365,1
20135,365,541,2
20136,365,2096,1
20137,365,408,1
20138,365,1969,1
20139,365,713,1
20140,365,717,1
20141,365,612,1
20142,613,366,2
20143,1693,366,1
20144,1638,366,1
20145,403,366,1
20146,655,366,1
20147,366,613,2
20148,366,1693,1
20149,366,1638,1
20150,366,403,1
20151,366,655,1
20152,368,367,10
20153,7587,367,2
20154,1648,367,1
20155,383,367,1
20156,1638,367,1
20157,367,368,10
20158,367,1648,1
20159,367,383,1
20160,367,1638,1
20161,367,7587,-10
20162,1243,368,2
20163,2668,368,1
20164,863,368,1
20165,1404,368,1
20166,1001,368,1
20167,382,368,1
20168,368,1243,2
20169,368,382,2
20170,368,2668,1
20171,368,1404,1
20172,368,1001,1
20173,949,369,6
20174,887,369,3
20175,2042,369,2
20176,2034,369,2
20177,675,369,1
20178,369,2034,2
20179,369,2042,2
20180,369,675,1
20181,369,7604,-10
20182,798,370,2
20183,1488,370,1
20184,370,798,2
20185,370,1488,1
20186,523,371,2
20187,1536,371,1
20188,1173,371,1
20189,622,371,1
20190,798,371,1
20191,1272,371,1
20192,371,417,1
20193,371,523,1
20194,371,1173,1
20195,371,622,1
20196,371,798,1
20197,371,1272,1
20198,371,672,1
20199,892,372,5
20200,462,372,1
20201,1376,372,1
20202,3257,372,1
20203,2371,372,1
20204,372,892,4
20205,372,462,1
20206,372,1376,1
20207,372,3257,1
20208,372,2371,1
20209,3146,373,1
20210,1060,373,1
20211,1349,373,1
20212,752,373,1
20213,656,373,1
20214,2281,373,1
20215,395,373,1
20216,373,3146,1
20217,373,1060,1
20218,373,752,1
20219,373,656,1
20220,373,2281,1
20221,373,3069,1
20222,373,395,1
20223,373,7338,-1
20224,465,374,5
20225,559,374,5
20226,378,374,5
20227,824,374,1
20228,7390,374,1
20229,2336,374,-3
20230,374,400,8
20231,374,378,8
20232,374,560,5
20233,374,559,5
20234,374,7390,1
20235,604,375,1
20236,824,375,1
20237,603,375,1
20238,900,375,1
20239,1386,375,1
20240,375,605,1
20241,375,3424,1
20242,375,498,1
20243,375,3399,1
20244,375,651,1
20245,375,604,1
20246,375,1390,1
20247,375,2336,1
20248,375,603,1
20249,375,900,1
20250,375,7578,-10
20251,375,7591,-10
20252,2409,376,3
20253,7335,376,2
20254,464,376,1
20255,824,376,1
20256,1386,376,1
20257,398,376,1
20258,376,7335,3
20259,376,2409,2
20260,376,7560,1
20261,376,464,1
20262,376,3128,1
20263,376,824,1
20264,376,398,1
20265,399,377,10
20266,3413,377,1
20267,377,399,10
20268,377,3413,1
20269,400,378,5
20270,378,400,5
20271,1209,379,3
20272,389,379,1
20273,1230,379,1
20274,466,379,1
20275,379,1209,2
20276,379,1230,1
20277,379,466,1
20278,676,380,2
20279,668,380,1
20280,777,380,1
20281,380,676,2
20282,380,668,1
20283,380,777,1
20284,491,381,2
20285,392,381,2
20286,551,381,1
20287,1351,381,1
20288,381,551,5
20289,1002,382,2
20290,777,382,1
20291,1004,382,1
20292,918,382,1
20293,424,382,1
20294,654,382,1
20295,7589,382,1
20296,422,382,1
20297,382,777,1
20298,382,1004,1
20299,382,1002,1
20300,382,424,1
20301,382,422,1
20302,382,7589,-6
20303,7564,383,3
20304,580,383,1
20305,617,383,1
20306,2547,383,1
20307,715,383,1
20308,1647,383,1
20309,5342,383,-3
20310,383,7564,3
20311,383,580,1
20312,383,617,1
20313,383,2547,1
20314,383,715,1
20315,383,1647,1
20316,679,384,10
20317,866,384,2
20318,7375,384,1
20319,541,384,1
20320,1688,384,1
20321,2481,384,1
20322,384,679,10
20323,384,866,1
20324,384,541,1
20325,1691,385,5
20326,1114,385,3
20327,7564,385,3
20328,926,385,3
20329,613,385,2
20330,2008,385,1
20331,7570,385,1
20332,385,1114,3
20333,385,926,3
20334,385,7564,3
20335,385,613,2
20336,385,2008,1
20337,385,7570,-10
20338,732,386,2
20339,495,386,1
20340,462,386,1
20341,7564,386,1
20342,386,732,2
20343,386,495,1
20344,386,462,1
20345,386,7564,-10
20346,1121,387,5
20347,2599,387,1
20348,387,1121,5
20349,828,388,10
20350,491,388,1
20351,388,491,1
20352,1077,389,1
20353,491,389,1
20354,2998,389,1
20355,2219,389,1
20356,2123,389,1
20357,630,389,1
20358,389,439,2
20359,389,7400,2
20360,389,1077,1
20361,389,2998,1
20362,389,2219,1
20363,389,491,1
20364,389,2123,1
20365,389,469,1
20366,389,630,1
20367,452,391,1
20368,391,452,1
20369,491,392,4
20370,1161,392,3
20371,1508,392,1
20372,392,491,3
20373,392,1161,3
20374,392,1508,1
20375,7565,393,5
20376,7410,393,2
20377,7333,393,1
20378,2890,393,1
20379,2949,393,1
20380,1774,393,1
20381,7389,393,1
20382,2212,393,1
20383,2929,393,1
20384,452,393,1
20385,393,7565,5
20386,393,2890,1
20387,393,2949,1
20388,393,1774,1
20389,393,7389,1
20390,393,2212,1
20391,393,2929,1
20392,393,452,1
20393,393,7333,-1
20394,393,7410,-1
20395,5342,394,3
20396,7412,395,1
20397,2310,395,1
20398,1540,395,1
20399,962,395,1
20400,1166,395,1
20401,395,7412,1
20402,395,2310,1
20403,395,1540,1
20404,395,962,1
20405,395,1166,1
20406,702,397,3
20407,1060,397,2
20408,666,397,1
20409,1156,397,1
20410,707,397,1
20411,1877,397,1
20412,1196,397,1
20413,397,1196,5
20414,397,702,3
20415,397,666,1
20416,397,1156,1
20417,397,707,1
20418,397,1877,1
20419,397,1060,1
20420,416,398,2
20421,1379,398,1
20422,706,398,1
20423,3359,398,1
20424,720,398,1
20425,398,416,2
20426,398,899,1
20427,398,1379,1
20428,398,706,1
20429,398,3359,1
20430,398,720,1
20431,498,400,1
20432,2336,400,-2
20433,2974,401,1
20434,715,401,1
20435,1666,401,1
20436,660,401,1
20437,401,2974,1
20438,401,715,1
20439,401,1666,1
20440,401,660,1
20441,401,1611,1
20442,610,402,2
20443,991,402,2
20444,438,402,2
20445,1115,402,2
20446,744,402,1
20447,402,438,4
20448,402,991,2
20449,402,1115,2
20450,402,744,1
20451,402,483,1
20452,402,610,1
20453,701,403,2
20454,939,403,1
20455,1695,403,1
20456,1001,403,1
20457,935,403,1
20458,1992,403,1
20459,1430,403,1
20460,511,403,1
20461,851,403,1
20462,714,403,1
20463,1159,403,-1
20464,403,939,1
20465,403,2699,1
20466,403,1695,1
20467,403,1001,1
20468,403,935,1
20469,403,1992,1
20470,403,1430,1
20471,403,406,1
20472,403,511,1
20473,403,851,1
20474,403,714,1
20475,2648,404,1
20476,785,404,1
20477,620,404,1
20478,909,404,1
20479,424,404,1
20480,444,404,1
20481,1959,404,1
20482,2506,404,1
20483,473,404,1
20484,1956,404,1
20485,661,404,1
20486,1628,404,1
20487,404,661,2
20488,404,2648,1
20489,404,785,1
20490,404,620,1
20491,404,909,1
20492,404,444,1
20493,404,1959,1
20494,404,2506,1
20495,404,473,1
20496,404,1956,1
20497,404,424,1
20498,404,1628,1
20499,909,405,2
20500,468,405,1
20501,507,405,1
20502,569,405,1
20503,531,405,1
20504,444,405,1
20505,405,909,2
20506,405,468,1
20507,405,507,1
20508,405,569,1
20509,405,531,1
20510,405,444,1
20511,7564,406,3
20512,1111,406,2
20513,721,406,1
20514,2622,406,1
20515,536,406,1
20516,5342,406,-3
20517,406,7564,4
20518,406,721,2
20519,406,2036,2
20520,406,1111,2
20521,406,2622,1
20522,406,536,1
20523,6014,407,10
20524,1450,407,1
20525,7564,408,4
20526,1453,408,1
20527,542,408,1
20528,986,408,1
20529,467,408,1
20530,622,408,1
20531,619,408,1
20532,408,7564,4
20533,408,1453,1
20534,408,542,1
20535,408,986,1
20536,408,467,1
20537,408,622,1
20538,408,619,1
20539,2832,409,5
20540,1481,409,3
20541,2164,409,2
20542,2130,409,2
20543,2169,409,1
20544,1287,409,1
20545,1128,409,1
20546,1970,409,1
20547,7603,409,1
20548,409,797,10
20549,409,2164,2
20550,409,1481,2
20551,409,2130,2
20552,409,2169,1
20553,409,2835,1
20554,409,1287,1
20555,409,2832,1
20556,409,1128,1
20557,409,1970,1
20558,409,7603,1
20559,409,2138,1
20560,633,410,6
20561,1027,410,5
20562,800,410,2
20563,2208,410,1
20564,742,410,1
20565,2938,410,1
20566,2157,410,1
20567,486,410,1
20568,410,742,5
20569,410,633,5
20570,410,1027,5
20571,410,486,5
20572,410,800,2
20573,410,2208,1
20574,410,2938,1
20575,410,2157,1
20576,2956,411,1
20577,7588,411,1
20578,411,2956,1
20579,411,7588,1
20580,5342,412,2
20581,417,412,1
20582,3337,412,1
20583,496,412,1
20584,1380,412,1
20585,759,412,1
20586,1853,412,1
20587,7550,412,1
20588,412,5342,3
20589,412,417,1
20590,412,496,1
20591,412,1380,1
20592,412,759,1
20593,412,975,1
20594,412,1853,1
20595,412,7550,1
20596,412,1307,1
20597,412,716,-10
20598,1372,413,2
20599,1857,413,2
20600,890,413,1
20601,572,413,1
20602,413,1857,2
20603,413,1372,1
20604,413,1155,1
20605,413,890,1
20606,413,572,1
20607,828,414,10
20608,545,415,10
20609,829,415,8
20610,3324,415,1
20611,7558,415,1
20612,415,829,10
20613,415,545,3
20614,415,3324,1
20615,415,7558,1
20616,898,416,7
20617,1071,416,4
20618,432,416,1
20619,490,416,1
20620,416,898,7
20621,416,1071,4
20622,416,432,2
20623,416,490,1
20624,1199,417,3
20625,520,417,2
20626,1582,417,1
20627,417,901,9
20628,417,520,3
20629,417,1199,3
20630,417,1582,1
20631,417,7591,-5
20632,417,754,-10
20633,417,7512,-10
20634,771,419,2
20635,774,419,1
20636,1927,419,1
20637,990,419,1
20638,655,419,1
20639,531,419,1
20640,987,419,1
20641,1214,419,1
20642,606,419,1
20643,419,774,1
20644,419,1927,1
20645,419,990,1
20646,419,655,1
20647,419,531,1
20648,419,771,1
20649,419,987,1
20650,419,1214,1
20651,419,606,1
20652,1611,420,5
20653,1926,420,2
20654,772,420,2
20655,1456,421,5
20656,529,421,1
20657,421,529,1
20658,536,422,3
20659,851,422,1
20660,507,422,1
20661,1419,422,1
20662,1920,422,1
20663,467,422,1
20664,535,422,1
20665,422,536,2
20666,422,1419,2
20667,422,535,2
20668,422,507,1
20669,422,1920,1
20670,422,467,1
20671,1718,423,2
20672,1659,423,1
20673,1108,423,1
20674,423,1277,2
20675,423,1718,2
20676,423,1108,2
20677,423,1659,1
20678,1379,424,3
20679,638,424,1
20680,2188,424,1
20681,1030,424,1
20682,1437,424,1
20683,537,424,1
20684,424,638,1
20685,424,2188,1
20686,424,1138,1
20687,424,1030,1
20688,424,1437,1
20689,424,537,1
20690,424,645,-10
20691,468,425,10
20692,7570,425,8
20693,425,468,10
20694,425,7570,-10
20695,515,426,10
20696,933,426,1
20697,2555,426,1
20698,7518,426,1
20699,7374,426,1
20700,426,515,10
20701,426,2555,1
20702,426,7518,1
20703,426,7374,1
20704,1189,427,4
20705,462,427,1
20706,1509,427,1
20707,1777,427,1
20708,427,1189,4
20709,427,1509,1
20710,427,1777,1
20711,7588,428,5
20712,428,7600,-10
20713,831,430,10
20714,817,430,5
20715,1055,430,5
20716,7595,430,1
20717,430,831,10
20718,430,817,5
20719,430,1055,5
20720,430,7595,2
20721,430,7509,-2
20722,861,431,6
20723,610,431,2
20724,1549,431,2
20725,2340,431,1
20726,3201,431,1
20727,1552,431,1
20728,7398,431,-5
20729,431,861,9
20730,431,1552,3
20731,431,610,2
20732,431,1549,2
20733,431,2340,1
20734,431,3201,1
20735,431,493,-10
20736,1887,432,2
20737,637,432,2
20738,604,432,1
20739,1772,432,1
20740,1195,432,1
20741,3301,432,1
20742,1822,432,1
20743,896,432,1
20744,3254,432,1
20745,432,1887,2
20746,432,637,2
20747,432,604,1
20748,432,1772,1
20749,432,1195,1
20750,432,1793,1
20751,432,3301,1
20752,432,1822,1
20753,432,896,1
20754,432,3254,1
20755,1063,433,2
20756,572,433,1
20757,2369,433,1
20758,3254,433,1
20759,2370,433,1
20760,890,433,1
20761,751,433,1
20762,7541,433,1
20763,433,1063,2
20764,433,572,1
20765,433,2369,1
20766,433,3254,1
20767,433,2370,1
20768,433,890,1
20769,433,751,1
20770,433,7595,-1
20771,433,7541,-10
20772,2421,434,8
20773,1821,434,3
20774,1278,434,2
20775,435,434,2
20776,460,434,1
20777,434,2421,2
20778,434,1278,2
20779,434,460,1
20780,2261,435,1
20781,1855,435,1
20782,627,435,1
20783,1190,435,1
20784,435,1855,1
20785,435,2368,1
20786,435,627,1
20787,435,1190,1
20788,435,1825,1
20789,501,436,9
20790,937,436,3
20791,1419,436,1
20792,768,436,1
20793,436,1419,1
20794,436,7437,-10
20795,472,437,4
20796,2014,437,1
20797,720,437,1
20798,669,437,1
20799,437,472,3
20800,437,2014,1
20801,437,720,1
20802,437,1979,1
20803,437,669,1
20804,521,438,3
20805,505,438,1
20806,438,521,1
20807,438,505,1
20808,438,439,1
20809,438,5140,-1
20810,625,439,3
20811,1044,439,2
20812,994,439,1
20813,1402,439,1
20814,439,625,3
20815,439,1044,2
20816,439,994,1
20817,439,1402,1
20818,514,440,3
20819,440,514,4
20820,1238,441,5
20821,775,441,3
20822,514,441,1
20823,721,441,1
20824,1237,441,1
20825,2501,441,1
20826,1613,441,1
20827,441,1238,5
20828,441,775,3
20829,441,721,1
20830,441,1237,1
20831,441,2501,1
20832,441,1613,1
20833,537,442,2
20834,1106,442,1
20835,2500,442,1
20836,1630,442,1
20837,1947,442,1
20838,851,442,1
20839,442,1637,3
20840,442,1218,2
20841,442,537,2
20842,442,1106,1
20843,442,2500,1
20844,442,1630,1
20845,442,1947,1
20846,442,851,1
20847,442,7402,-10
20848,442,7511,-10
20849,7564,443,3
20850,491,443,1
20851,2491,443,1
20852,824,443,-1
20853,443,517,2
20854,443,2491,1
20855,443,2496,1
20856,443,7387,-1
20857,443,7564,-10
20858,927,444,4
20859,1014,444,3
20860,784,444,3
20861,1683,444,2
20862,2048,444,1
20863,851,444,1
20864,563,444,1
20865,1630,444,1
20866,508,444,1
20867,566,444,1
20868,3172,444,-5
20869,444,1014,3
20870,444,927,3
20871,444,1928,1
20872,444,2048,1
20873,444,851,1
20874,444,563,1
20875,444,1630,1
20876,444,508,1
20877,444,566,1
20878,444,7589,1
20879,444,7524,-10
20880,446,445,10
20881,1625,445,1
20882,445,446,10
20883,445,7564,1
20884,445,1625,1
20885,768,446,1
20886,446,768,1
20887,732,447,3
20888,999,447,3
20889,1120,447,2
20890,1971,447,1
20891,5342,447,-5
20892,447,732,3
20893,447,999,3
20894,447,1120,2
20895,447,1971,1
20896,1265,448,5
20897,1007,448,5
20898,923,448,3
20899,1962,448,2
20900,1103,448,2
20901,448,1265,5
20902,448,1007,5
20903,448,923,4
20904,448,1103,2
20905,448,1962,1
20906,7587,449,2
20907,1004,449,1
20908,670,449,1
20909,449,1004,1
20910,449,670,1
20911,449,7587,-10
20912,1246,450,5
20913,7564,450,3
20914,450,7564,3
20915,598,451,2
20916,695,451,1
20917,555,451,1
20918,5342,451,1
20919,451,598,2
20920,451,695,1
20921,451,555,1
20922,693,452,3
20923,7565,452,2
20924,689,452,1
20925,1328,452,1
20926,7603,452,1
20927,452,7565,2
20928,452,689,1
20929,452,693,1
20930,452,1328,1
20931,452,7603,1
20932,950,453,10
20933,876,453,1
20934,519,453,1
20935,453,950,8
20936,453,876,1
20937,453,519,1
20938,603,454,2
20939,1592,454,1
20940,1068,454,1
20941,754,454,1
20942,1149,454,1
20943,454,603,5
20944,454,1592,1
20945,454,1068,1
20946,454,754,1
20947,454,1149,1
20948,454,7552,-1
20949,690,455,5
20950,954,455,1
20951,636,455,1
20952,455,690,5
20953,455,5342,1
20954,455,636,1
20955,3035,456,8
20956,1826,456,1
20957,1335,456,1
20958,1154,456,1
20959,2979,456,1
20960,456,1826,1
20961,456,1335,1
20962,456,1154,1
20963,456,2979,1
20964,1854,457,2
20965,3133,457,2
20966,2395,457,1
20967,2297,457,1
20968,457,3133,2
20969,457,1854,2
20970,457,2395,1
20971,457,2297,1
20972,525,458,10
20973,974,458,1
20974,7595,458,1
20975,458,525,1
20976,458,974,1
20977,1199,459,5
20978,617,459,2
20979,1886,459,1
20980,1884,459,1
20981,1066,459,1
20982,459,617,2
20983,459,1066,2
20984,459,1886,1
20985,459,1884,1
20986,1544,460,2
20987,705,460,2
20988,512,460,1
20989,769,460,1
20990,1855,460,1
20991,1129,460,1
20992,1366,460,1
20993,1559,460,1
20994,460,705,2
20995,460,769,1
20996,460,512,1
20997,460,1855,1
20998,460,1129,1
20999,460,1366,1
21000,460,1559,1
21001,7419,461,8
21002,601,462,2
21003,3326,462,1
21004,1379,462,1
21005,1878,462,1
21006,462,601,2
21007,462,3326,1
21008,462,1878,1
21009,666,463,2
21010,585,463,2
21011,463,585,2
21012,463,666,1
21013,463,580,1
21014,985,464,8
21015,497,464,5
21016,464,985,8
21017,464,497,5
21018,464,1898,3
21019,652,465,8
21020,559,465,5
21021,465,652,8
21022,465,560,5
21023,465,559,5
21024,658,466,1
21025,654,466,1
21026,466,658,1
21027,466,654,1
21028,2538,467,2
21029,2537,467,1
21030,467,2538,1
21031,467,2537,1
21032,467,701,-10
21033,502,468,2
21034,468,502,2
21035,468,7552,1
21036,906,469,-1
21037,2336,469,-9
21038,1227,470,8
21039,2546,470,1
21040,470,2546,1
21041,1652,472,2
21042,1235,472,2
21043,2480,472,1
21044,472,1652,2
21045,472,1235,2
21046,472,2480,1
21047,986,473,2
21048,999,473,1
21049,998,473,1
21050,473,986,1
21051,473,999,1
21052,473,998,1
21053,745,474,2
21054,2901,474,2
21055,1912,474,2
21056,475,474,2
21057,7394,474,1
21058,2937,474,1
21059,669,474,1
21060,474,745,2
21061,474,1912,2
21062,474,475,2
21063,474,7394,1
21064,474,2937,1
21065,474,2901,1
21066,474,669,1
21067,474,7603,-10
21068,7406,475,2
21069,1627,475,1
21070,1980,475,1
21071,475,7406,3
21072,475,1980,2
21073,475,724,1
21074,475,1627,1
21075,2082,476,4
21076,927,476,2
21077,2569,476,2
21078,2031,476,1
21079,2567,476,1
21080,1660,476,1
21081,1111,476,1
21082,476,927,2
21083,476,2082,1
21084,476,2031,1
21085,476,2567,1
21086,476,2569,1
21087,476,1660,1
21088,476,1111,1
21089,867,477,8
21090,577,477,3
21091,608,477,1
21092,1640,477,1
21093,1662,477,1
21094,477,867,8
21095,477,577,3
21096,477,608,3
21097,477,1640,1
21098,477,1662,1
21099,988,478,3
21100,7564,478,2
21101,1249,478,1
21102,2603,478,1
21103,1675,478,1
21104,858,478,1
21105,2560,478,1
21106,1431,478,1
21107,920,478,1
21108,5342,478,-3
21109,478,7564,2
21110,478,988,2
21111,478,1249,1
21112,478,2603,1
21113,478,1675,1
21114,478,858,1
21115,478,2560,1
21116,478,920,1
21117,478,1431,1
21118,1699,479,3
21119,7564,479,3
21120,479,1699,3
21121,479,7564,3
21122,7564,480,2
21123,1117,480,1
21124,7533,480,1
21125,2065,480,1
21126,2038,480,1
21127,480,7564,3
21128,480,1117,1
21129,480,2065,1
21130,480,2038,1
21131,480,1107,1
21132,480,7533,-10
21133,628,481,10
21134,1273,481,2
21135,481,628,2
21136,481,1273,2
21137,7389,482,1
21138,7603,482,1
21139,482,7603,2
21140,482,7389,1
21141,2994,483,1
21142,483,2994,1
21143,1568,484,1
21144,1059,484,1
21145,484,526,1
21146,484,1568,1
21147,484,1059,1
21148,484,1322,-2
21149,485,7331,-1
21150,635,486,5
21151,2223,486,1
21152,486,635,5
21153,486,2223,1
21154,798,487,2
21155,7512,487,1
21156,687,487,1
21157,487,798,2
21158,487,7512,1
21159,487,687,1
21160,1565,488,8
21161,597,488,1
21162,705,488,1
21163,491,488,1
21164,488,1565,4
21165,488,972,1
21166,488,597,1
21167,488,705,1
21168,488,1321,1
21169,488,491,1
21170,1507,490,3
21171,1541,490,1
21172,650,490,1
21173,490,1507,3
21174,490,1541,1
21175,490,650,1
21176,1221,491,2
21177,520,491,2
21178,1514,491,2
21179,2233,491,2
21180,1039,491,2
21181,839,491,2
21182,876,491,1
21183,801,491,1
21184,824,491,-2
21185,7518,491,-2
21186,2336,491,-3
21187,1147,491,-3
21188,491,7415,3
21189,491,520,3
